ID,AGE,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME,FAIXA_ETARIA,RISK_SCORE,PERFIL_RISCO,CREDIT_SCORE_FAIXA,MILEAGE_FAIXA,OUTCOME_LABEL
532904,40-64,Feminino,majority,20-29y,high school,Classe Media,0.6300595241103097,1.0,before 2015,0.0,0.0,10238,15000.0,sedan,0,0,3,0,40-64,3,Alto,Q4 (Alto),Q4 (Alta),Sem Sinistro
312187,40-64,Masculino,majority,20-29y,high school,Alta Renda,0.5416101074040922,1.0,after 2015,1.0,1.0,32765,9000.0,sedan,4,1,3,0,40-64,8,Muito Alto,Q3,Q1 (Baixa),Sem Sinistro
12262,40-64,Masculino,minority,10-19y,high school,Classe Media,,1.0,after 2015,1.0,1.0,92101,13000.0,sedan,1,0,1,1,40-64,2,Médio,,Q3,Com Sinistro
133581,40-64,Masculino,majority,10-19y,university,Alta Renda,0.5899150926094233,1.0,after 2015,0.0,0.0,32765,15000.0,sedan,0,0,1,0,40-64,1,Médio,Q3,Q4 (Alta),Sem Sinistro
673091,65+,Masculino,majority,30y+,high school,Alta Renda,0.6024711233596267,1.0,after 2015,1.0,1.0,10238,10000.0,sedan,11,1,5,0,65+,17,Muito Alto,Q3,Q1 (Baixa),Sem Sinistro
547501,40-64,Feminino,majority,10-19y,university,Alta Renda,,1.0,before 2015,1.0,1.0,32765,,sedan,2,1,0,0,40-64,3,Alto,,,Sem Sinistro
76282,26-39,Feminino,majority,0-9y,university,Alta Renda,0.5233289385213963,1.0,after 2015,0.0,0.0,32765,,sedan,0,0,0,0,26-39,0,Baixo,Q2,,Sem Sinistro
299279,65+,Feminino,majority,30y+,university,Alta Renda,0.7030774125609487,1.0,before 2015,1.0,1.0,92101,11000.0,sedan,4,1,1,0,65+,6,Muito Alto,Q4 (Alto),Q2,Sem Sinistro
928094,40-64,Feminino,majority,20-29y,university,Alta Renda,0.6990267248939761,1.0,before 2015,1.0,1.0,10238,10000.0,sports car,4,1,3,0,40-64,8,Muito Alto,Q4 (Alto),Q1 (Baixa),Sem Sinistro
416004,40-64,Masculino,majority,20-29y,university,Alta Renda,0.6635196348893124,1.0,before 2015,1.0,1.0,10238,10000.0,sedan,5,1,6,0,40-64,12,Muito Alto,Q4 (Alto),Q1 (Baixa),Sem Sinistro
322968,40-64,Feminino,minority,10-19y,none,Classe Media,0.3940613182551309,0.0,before 2015,1.0,1.0,32765,,sedan,2,0,3,0,40-64,5,Muito Alto,Q1 (Baixo),,Sem Sinistro
625037,40-64,Masculino,majority,0-9y,university,Alta Renda,0.6840376256963578,1.0,before 2015,1.0,1.0,32765,7000.0,sedan,0,0,0,1,40-64,0,Baixo,Q4 (Alto),Q1 (Baixa),Com Sinistro
11165,16-25,Feminino,majority,0-9y,none,Baixa Renda,0.4133565343754057,1.0,before 2015,0.0,1.0,32765,6000.0,sedan,0,0,0,0,16-25,0,Baixo,Q1 (Baixo),Q1 (Baixa),Sem Sinistro
652898,65+,Masculino,majority,0-9y,university,Alta Renda,0.7145333783406751,1.0,before 2015,0.0,0.0,10238,11000.0,sedan,0,0,0,0,65+,0,Baixo,Q4 (Alto),Q2,Sem Sinistro
743389,65+,Masculino,minority,0-9y,high school,Alta Renda,0.5590653185128583,1.0,before 2015,1.0,1.0,32765,11000.0,sedan,0,0,0,1,65+,0,Baixo,Q3,Q2,Com Sinistro
680335,26-39,Masculino,minority,10-19y,none,Classe Media,0.5041868550105627,1.0,after 2015,0.0,1.0,10238,13000.0,sedan,1,1,2,0,26-39,4,Alto,Q2,Q3,Sem Sinistro
197241,16-25,Masculino,majority,0-9y,none,Baixa Renda,0.3328558315587265,1.0,before 2015,1.0,0.0,32765,14000.0,sedan,0,0,0,1,16-25,0,Baixo,Q1 (Baixo),Q3,Com Sinistro
43001,65+,Masculino,majority,20-29y,university,Alta Renda,0.6668111715512849,1.0,before 2015,0.0,1.0,10238,14000.0,sedan,4,0,5,0,65+,9,Muito Alto,Q4 (Alto),Q3,Sem Sinistro
776035,40-64,Feminino,majority,20-29y,university,Alta Renda,0.5408720914004326,1.0,before 2015,1.0,1.0,10238,12000.0,sedan,2,2,2,0,40-64,6,Muito Alto,Q3,Q2,Sem Sinistro
243866,40-64,Feminino,majority,0-9y,university,Alta Renda,0.6276377525477207,0.0,after 2015,1.0,1.0,10238,12000.0,sedan,0,0,0,0,40-64,0,Baixo,Q4 (Alto),Q2,Sem Sinistro
363602,65+,Feminino,majority,20-29y,university,Classe Media,0.5801293984225457,1.0,before 2015,1.0,1.0,10238,,sedan,3,0,0,0,65+,3,Alto,Q3,,Sem Sinistro
472358,40-64,Masculino,majority,0-9y,high school,Classe Media,0.4564132480064739,1.0,before 2015,1.0,1.0,10238,12000.0,sedan,0,0,0,1,40-64,0,Baixo,Q2,Q2,Com Sinistro
229818,65+,Feminino,majority,30y+,high school,Alta Renda,0.6738683211153389,1.0,before 2015,1.0,1.0,10238,11000.0,sedan,4,0,4,0,65+,8,Muito Alto,Q4 (Alto),Q2,Sem Sinistro
615030,26-39,Feminino,majority,0-9y,high school,Classe Media,0.4170365371162503,0.0,before 2015,1.0,1.0,32765,3000.0,sedan,0,0,0,1,26-39,0,Baixo,Q1 (Baixo),Q1 (Baixa),Com Sinistro
426781,40-64,Feminino,majority,20-29y,university,Alta Renda,0.4699738631400742,1.0,before 2015,1.0,1.0,10238,10000.0,sedan,1,0,3,0,40-64,4,Alto,Q2,Q1 (Baixa),Sem Sinistro
99606,26-39,Feminino,majority,10-19y,high school,Classe Trabalhadora,0.4782278836498901,1.0,after 2015,1.0,1.0,10238,13000.0,sedan,0,0,1,0,26-39,1,Médio,Q2,Q3,Sem Sinistro
372252,40-64,Masculino,majority,10-19y,high school,Alta Renda,0.7006798531441334,1.0,before 2015,0.0,0.0,10238,16000.0,sedan,1,0,0,1,40-64,1,Médio,Q4 (Alto),Q4 (Alta),Com Sinistro
477879,40-64,Feminino,majority,20-29y,university,Classe Media,0.6939492437536389,1.0,before 2015,1.0,1.0,10238,10000.0,sedan,1,0,3,0,40-64,4,Alto,Q4 (Alto),Q1 (Baixa),Sem Sinistro
885584,16-25,Feminino,majority,0-9y,high school,Classe Media,0.5587325259975932,1.0,before 2015,0.0,0.0,10238,14000.0,sedan,0,0,0,1,16-25,0,Baixo,Q3,Q3,Com Sinistro
884549,26-39,Feminino,majority,10-19y,none,Classe Trabalhadora,0.7149563722771033,1.0,before 2015,1.0,1.0,10238,11000.0,sedan,1,0,0,0,26-39,1,Médio,Q4 (Alto),Q2,Sem Sinistro
25072,16-25,Feminino,minority,0-9y,high school,Baixa Renda,0.5039245145240226,0.0,before 2015,0.0,0.0,32765,13000.0,sedan,0,0,0,1,16-25,0,Baixo,Q2,Q3,Com Sinistro
293850,16-25,Masculino,majority,0-9y,none,Baixa Renda,0.4143299489842847,1.0,before 2015,0.0,1.0,10238,15000.0,sedan,0,0,0,1,16-25,0,Baixo,Q1 (Baixo),Q4 (Alta),Com Sinistro
958242,26-39,Feminino,majority,10-19y,university,Classe Media,0.6273120197677802,1.0,before 2015,0.0,0.0,10238,15000.0,sedan,0,0,1,0,26-39,1,Médio,Q4 (Alto),Q4 (Alta),Sem Sinistro
475556,26-39,Feminino,majority,10-19y,high school,Classe Trabalhadora,0.3562232691382527,1.0,before 2015,0.0,1.0,10238,13000.0,sedan,0,0,0,0,26-39,0,Baixo,Q1 (Baixo),Q3,Sem Sinistro
282620,65+,Feminino,minority,10-19y,university,Alta Renda,0.8174033070235784,1.0,after 2015,1.0,1.0,10238,,sedan,0,0,1,0,65+,1,Médio,Q4 (Alto),,Sem Sinistro
914844,40-64,Feminino,majority,20-29y,high school,Alta Renda,0.4434855693727209,1.0,before 2015,1.0,0.0,10238,10000.0,sedan,0,0,3,0,40-64,3,Alto,Q2,Q1 (Baixa),Sem Sinistro
78568,65+,Masculino,majority,30y+,university,Alta Renda,0.5854794736959827,1.0,before 2015,0.0,1.0,10238,12000.0,sedan,5,2,4,0,65+,11,Muito Alto,Q3,Q2,Sem Sinistro
598844,16-25,Masculino,majority,0-9y,none,Alta Renda,0.5334138645351603,1.0,after 2015,0.0,1.0,10238,,sedan,0,0,0,0,16-25,0,Baixo,Q3,,Sem Sinistro
705089,65+,Masculino,majority,30y+,university,Alta Renda,0.5662170436640729,1.0,after 2015,0.0,1.0,32765,9000.0,sedan,15,2,8,0,65+,25,Muito Alto,Q3,Q1 (Baixa),Sem Sinistro
127187,65+,Feminino,majority,10-19y,high school,Alta Renda,0.6602563180801946,1.0,after 2015,0.0,0.0,10238,11000.0,sedan,1,0,0,0,65+,1,Médio,Q4 (Alto),Q2,Sem Sinistro
873729,16-25,Masculino,majority,0-9y,high school,Baixa Renda,0.3691687773320478,1.0,before 2015,0.0,0.0,10238,12000.0,sports car,0,0,0,1,16-25,0,Baixo,Q1 (Baixo),Q2,Com Sinistro
169783,26-39,Masculino,minority,10-19y,university,Alta Renda,0.6099165563503943,1.0,before 2015,0.0,1.0,32765,12000.0,sedan,5,1,1,0,26-39,7,Muito Alto,Q3,Q2,Sem Sinistro
864188,40-64,Feminino,majority,10-19y,high school,Classe Media,0.4884178827817164,1.0,before 2015,0.0,1.0,10238,12000.0,sedan,1,0,1,0,40-64,2,Médio,Q2,Q2,Sem Sinistro
19556,16-25,Feminino,majority,0-9y,university,Classe Media,0.6955403751894537,1.0,after 2015,0.0,1.0,10238,16000.0,sedan,0,0,0,0,16-25,0,Baixo,Q4 (Alto),Q4 (Alta),Sem Sinistro
293460,26-39,Feminino,minority,10-19y,high school,Baixa Renda,0.3339270485028465,1.0,before 2015,0.0,1.0,10238,13000.0,sedan,0,0,0,0,26-39,0,Baixo,Q1 (Baixo),Q3,Sem Sinistro
239505,16-25,Feminino,majority,0-9y,high school,Classe Trabalhadora,0.3732088126578889,1.0,before 2015,0.0,1.0,10238,15000.0,sedan,0,0,0,0,16-25,0,Baixo,Q1 (Baixo),Q4 (Alta),Sem Sinistro
19951,40-64,Masculino,majority,20-29y,university,Alta Renda,0.6942600448551707,1.0,before 2015,0.0,1.0,32765,,sports car,7,1,0,0,40-64,8,Muito Alto,Q4 (Alto),,Sem Sinistro
519000,16-25,Feminino,minority,0-9y,high school,Baixa Renda,0.3931988750256138,1.0,before 2015,0.0,1.0,32765,,sports car,0,0,0,0,16-25,0,Baixo,Q1 (Baixo),,Sem Sinistro
262721,26-39,Feminino,majority,10-19y,high school,Baixa Renda,0.3801588643206439,0.0,after 2015,0.0,0.0,10238,17000.0,sedan,0,0,0,1,26-39,0,Baixo,Q1 (Baixo),Q4 (Alta),Com Sinistro
456173,65+,Masculino,majority,0-9y,high school,Alta Renda,0.4898636067761865,1.0,after 2015,1.0,0.0,32765,12000.0,sedan,0,0,0,0,65+,0,Baixo,Q2,Q2,Sem Sinistro
476077,26-39,Masculino,majority,10-19y,university,Classe Media,0.3946292553209671,1.0,before 2015,0.0,1.0,10238,11000.0,sedan,2,0,3,0,26-39,5,Muito Alto,Q1 (Baixo),Q2,Sem Sinistro
787379,26-39,Feminino,majority,10-19y,none,Classe Trabalhadora,0.4639411087275576,1.0,before 2015,1.0,1.0,10238,13000.0,sedan,1,0,1,0,26-39,2,Médio,Q2,Q3,Sem Sinistro
374192,26-39,Feminino,majority,10-19y,none,Baixa Renda,0.4145531609454022,1.0,after 2015,1.0,1.0,10238,11000.0,sports car,0,0,0,0,26-39,0,Baixo,Q1 (Baixo),Q2,Sem Sinistro
138028,40-64,Masculino,majority,20-29y,university,Alta Renda,0.5912090890514593,1.0,before 2015,1.0,1.0,32765,7000.0,sedan,6,1,2,1,40-64,9,Muito Alto,Q3,Q1 (Baixa),Com Sinistro
851207,65+,Feminino,majority,0-9y,high school,Alta Renda,,1.0,before 2015,0.0,1.0,10238,13000.0,sports car,0,0,0,0,65+,0,Baixo,,Q3,Sem Sinistro
213371,65+,Masculino,majority,30y+,university,Alta Renda,0.407809618423642,1.0,after 2015,1.0,1.0,32765,6000.0,sedan,11,0,1,0,65+,12,Muito Alto,Q1 (Baixo),Q1 (Baixa),Sem Sinistro
866021,40-64,Feminino,majority,0-9y,university,Alta Renda,0.6232137561572811,1.0,after 2015,0.0,1.0,32765,7000.0,sedan,0,0,0,0,40-64,0,Baixo,Q4 (Alto),Q1 (Baixa),Sem Sinistro
941648,65+,Feminino,majority,30y+,high school,Alta Renda,,0.0,after 2015,1.0,1.0,10238,13000.0,sedan,1,0,3,0,65+,4,Alto,,Q3,Sem Sinistro
383749,26-39,Masculino,minority,10-19y,university,Classe Trabalhadora,0.4341160068029161,0.0,before 2015,0.0,0.0,10238,11000.0,sedan,4,1,4,0,26-39,9,Muito Alto,Q2,Q2,Sem Sinistro
159418,40-64,Masculino,majority,0-9y,high school,Classe Trabalhadora,0.4644116361856702,1.0,after 2015,0.0,0.0,32765,13000.0,sedan,0,0,0,0,40-64,0,Baixo,Q2,Q3,Sem Sinistro
453516,26-39,Masculino,minority,0-9y,high school,Baixa Renda,0.286949142049306,0.0,before 2015,0.0,0.0,32765,11000.0,sedan,0,0,0,1,26-39,0,Baixo,Q1 (Baixo),Q2,Com Sinistro
732666,65+,Masculino,majority,30y+,high school,Alta Renda,0.7224652708981298,1.0,after 2015,1.0,1.0,32765,9000.0,sedan,6,0,2,0,65+,8,Muito Alto,Q4 (Alto),Q1 (Baixa),Sem Sinistro
302346,40-64,Masculino,majority,20-29y,none,Baixa Renda,,1.0,before 2015,0.0,1.0,10238,14000.0,sedan,3,1,4,0,40-64,8,Muito Alto,,Q3,Sem Sinistro
228185,16-25,Feminino,majority,0-9y,none,Baixa Renda,0.3972600644606003,1.0,before 2015,0.0,0.0,10238,17000.0,sedan,0,0,0,1,16-25,0,Baixo,Q1 (Baixo),Q4 (Alta),Com Sinistro
951457,16-25,Feminino,majority,0-9y,none,Baixa Renda,0.387494157281359,0.0,before 2015,0.0,0.0,92101,13000.0,sedan,0,0,0,1,16-25,0,Baixo,Q1 (Baixo),Q3,Com Sinistro
414599,26-39,Feminino,majority,0-9y,university,Alta Renda,0.6161776510564136,1.0,before 2015,1.0,0.0,10238,12000.0,sedan,0,0,0,0,26-39,0,Baixo,Q3,Q2,Sem Sinistro
298663,40-64,Masculino,majority,20-29y,none,Classe Media,0.4463857379667779,1.0,before 2015,1.0,1.0,10238,9000.0,sedan,2,0,8,0,40-64,10,Muito Alto,Q2,Q1 (Baixa),Sem Sinistro
540609,26-39,Masculino,majority,0-9y,university,Baixa Renda,,0.0,before 2015,0.0,1.0,10238,10000.0,sedan,0,0,0,1,26-39,0,Baixo,,Q1 (Baixa),Com Sinistro
560000,26-39,Feminino,majority,10-19y,none,Classe Trabalhadora,0.4465390881048407,1.0,before 2015,1.0,1.0,10238,,sedan,0,1,1,0,26-39,2,Médio,Q2,,Sem Sinistro
176917,16-25,Masculino,majority,0-9y,high school,Baixa Renda,0.4365032496681055,0.0,before 2015,1.0,0.0,10238,11000.0,sedan,0,0,0,1,16-25,0,Baixo,Q2,Q2,Com Sinistro
575987,16-25,Feminino,majority,0-9y,university,Baixa Renda,0.5007952712760815,0.0,after 2015,0.0,0.0,10238,15000.0,sedan,0,0,0,0,16-25,0,Baixo,Q2,Q4 (Alta),Sem Sinistro
971097,40-64,Feminino,majority,20-29y,high school,Alta Renda,0.5377264351451709,0.0,before 2015,1.0,1.0,32765,6000.0,sedan,3,2,1,0,40-64,6,Muito Alto,Q3,Q1 (Baixa),Sem Sinistro
532222,16-25,Feminino,majority,0-9y,high school,Baixa Renda,0.3587561009868199,1.0,before 2015,0.0,1.0,32765,12000.0,sedan,0,0,0,1,16-25,0,Baixo,Q1 (Baixo),Q2,Com Sinistro
406606,16-25,Feminino,minority,0-9y,high school,Classe Trabalhadora,0.4494306672912852,1.0,before 2015,0.0,0.0,10238,14000.0,sedan,0,0,0,1,16-25,0,Baixo,Q2,Q3,Com Sinistro
377653,65+,Feminino,majority,20-29y,high school,Alta Renda,,1.0,after 2015,0.0,1.0,10238,9000.0,sedan,1,2,1,0,65+,4,Alto,,Q1 (Baixa),Sem Sinistro
554754,40-64,Masculino,majority,20-29y,high school,Classe Trabalhadora,0.2146247702466887,1.0,before 2015,1.0,1.0,32765,8000.0,sedan,4,1,3,0,40-64,8,Muito Alto,Q1 (Baixo),Q1 (Baixa),Sem Sinistro
501479,26-39,Masculino,majority,10-19y,university,Classe Trabalhadora,0.5168173024205648,0.0,before 2015,0.0,1.0,10238,11000.0,sedan,0,1,2,1,26-39,3,Alto,Q2,Q2,Com Sinistro
412394,40-64,Feminino,majority,20-29y,high school,Classe Media,0.5720648873756224,1.0,before 2015,1.0,1.0,10238,12000.0,sedan,1,0,3,0,40-64,4,Alto,Q3,Q2,Sem Sinistro
81463,40-64,Feminino,majority,0-9y,university,Classe Media,0.6192052732804539,1.0,before 2015,0.0,0.0,10238,,sedan,0,0,0,1,40-64,0,Baixo,Q4 (Alto),,Com Sinistro
571030,65+,Masculino,majority,30y+,high school,Classe Trabalhadora,,1.0,before 2015,1.0,1.0,10238,9000.0,sedan,2,1,3,0,65+,6,Muito Alto,,Q1 (Baixa),Sem Sinistro
194108,65+,Masculino,majority,10-19y,university,Alta Renda,0.633071230742688,1.0,after 2015,1.0,1.0,21217,9000.0,sedan,1,0,1,1,65+,2,Médio,Q4 (Alto),Q1 (Baixa),Com Sinistro
189392,40-64,Feminino,majority,10-19y,high school,Alta Renda,0.6913686611251514,1.0,before 2015,1.0,1.0,10238,13000.0,sedan,0,0,2,0,40-64,2,Médio,Q4 (Alto),Q3,Sem Sinistro
744452,26-39,Feminino,majority,10-19y,none,Baixa Renda,0.3850742172062564,1.0,before 2015,0.0,1.0,10238,15000.0,sedan,3,0,0,0,26-39,3,Alto,Q1 (Baixo),Q4 (Alta),Sem Sinistro
92583,40-64,Masculino,majority,0-9y,high school,Alta Renda,0.7484259353104806,1.0,before 2015,1.0,0.0,32765,11000.0,sedan,0,0,0,1,40-64,0,Baixo,Q4 (Alto),Q2,Com Sinistro
969759,40-64,Masculino,majority,0-9y,high school,Classe Trabalhadora,0.3930367833642708,1.0,before 2015,1.0,1.0,10238,15000.0,sedan,0,0,0,1,40-64,0,Baixo,Q1 (Baixo),Q4 (Alta),Com Sinistro
486743,26-39,Masculino,majority,10-19y,high school,Classe Media,0.4409035763646876,1.0,before 2015,0.0,1.0,10238,16000.0,sedan,0,0,1,1,26-39,1,Médio,Q2,Q4 (Alta),Com Sinistro
538003,26-39,Feminino,majority,10-19y,university,Classe Media,,1.0,before 2015,0.0,1.0,10238,9000.0,sedan,0,0,0,0,26-39,0,Baixo,,Q1 (Baixa),Sem Sinistro
458054,40-64,Masculino,majority,10-19y,none,Classe Media,0.4921034653293973,1.0,before 2015,0.0,1.0,10238,15000.0,sedan,5,0,1,0,40-64,6,Muito Alto,Q2,Q4 (Alta),Sem Sinistro
430899,65+,Masculino,majority,30y+,high school,Alta Renda,0.6498814114782743,0.0,before 2015,0.0,1.0,32765,10000.0,sedan,8,1,3,1,65+,12,Muito Alto,Q4 (Alto),Q1 (Baixa),Com Sinistro
17297,16-25,Feminino,majority,0-9y,none,Baixa Renda,0.2908504256966667,1.0,before 2015,1.0,1.0,10238,12000.0,sedan,0,0,0,1,16-25,0,Baixo,Q1 (Baixo),Q2,Com Sinistro
86349,16-25,Feminino,majority,0-9y,none,Classe Media,0.5063949608921451,0.0,after 2015,0.0,1.0,21217,13000.0,sedan,0,0,0,1,16-25,0,Baixo,Q2,Q3,Com Sinistro
299927,16-25,Masculino,majority,0-9y,high school,Baixa Renda,0.2503919654124169,1.0,before 2015,1.0,1.0,10238,,sedan,0,0,0,1,16-25,0,Baixo,Q1 (Baixo),,Com Sinistro
4035,40-64,Feminino,majority,20-29y,university,Alta Renda,0.5331305918669431,1.0,before 2015,1.0,0.0,32765,6000.0,sedan,2,1,1,0,40-64,4,Alto,Q3,Q1 (Baixa),Sem Sinistro
210243,16-25,Masculino,majority,0-9y,none,Baixa Renda,0.2744219686884673,0.0,before 2015,0.0,1.0,10238,10000.0,sedan,0,0,0,1,16-25,0,Baixo,Q1 (Baixo),Q1 (Baixa),Com Sinistro
42186,26-39,Feminino,majority,10-19y,university,Alta Renda,0.6836615273168883,1.0,after 2015,1.0,0.0,10238,13000.0,sedan,0,0,1,0,26-39,1,Médio,Q4 (Alto),Q3,Sem Sinistro
543550,26-39,Feminino,majority,10-19y,none,Classe Media,0.5953988488773871,1.0,before 2015,0.0,1.0,10238,14000.0,sedan,0,0,1,0,26-39,1,Médio,Q3,Q3,Sem Sinistro
13712,40-64,Masculino,majority,0-9y,none,Classe Trabalhadora,0.2750996000343182,1.0,before 2015,1.0,1.0,32765,8000.0,sedan,0,0,0,1,40-64,0,Baixo,Q1 (Baixo),Q1 (Baixa),Com Sinistro
599712,40-64,Masculino,majority,20-29y,university,Alta Renda,,1.0,before 2015,0.0,1.0,32765,13000.0,sedan,3,1,0,0,40-64,4,Alto,,Q3,Sem Sinistro
124584,26-39,Feminino,minority,10-19y,none,Baixa Renda,0.4013773864396517,0.0,before 2015,0.0,1.0,10238,12000.0,sedan,1,0,3,0,26-39,4,Alto,Q1 (Baixo),Q2,Sem Sinistro
933211,40-64,Feminino,majority,20-29y,none,Classe Trabalhadora,0.5598183668254275,1.0,before 2015,0.0,1.0,10238,10000.0,sedan,3,0,0,0,40-64,3,Alto,Q3,Q1 (Baixa),Sem Sinistro
207471,16-25,Masculino,majority,0-9y,none,Classe Trabalhadora,0.4615907343889217,0.0,after 2015,0.0,1.0,10238,12000.0,sedan,0,0,0,1,16-25,0,Baixo,Q2,Q2,Com Sinistro
784538,26-39,Masculino,majority,10-19y,none,Classe Trabalhadora,0.4572508302646747,1.0,after 2015,0.0,0.0,10238,,sedan,0,0,0,0,26-39,0,Baixo,Q2,,Sem Sinistro
902361,40-64,Masculino,majority,10-19y,university,Alta Renda,0.5407668643202043,1.0,before 2015,0.0,1.0,10238,14000.0,sedan,1,0,0,0,40-64,1,Médio,Q3,Q3,Sem Sinistro
324572,16-25,Feminino,majority,0-9y,none,Baixa Renda,0.4349262934292713,1.0,before 2015,0.0,0.0,10238,17000.0,sedan,0,0,0,1,16-25,0,Baixo,Q2,Q4 (Alta),Com Sinistro
211850,65+,Feminino,majority,30y+,university,Alta Renda,,1.0,before 2015,1.0,1.0,10238,12000.0,sedan,4,1,5,0,65+,10,Muito Alto,,Q2,Sem Sinistro
309784,65+,Feminino,majority,10-19y,high school,Alta Renda,0.6336320793002547,1.0,after 2015,1.0,1.0,21217,9000.0,sports car,2,0,0,1,65+,2,Médio,Q4 (Alto),Q1 (Baixa),Com Sinistro
960325,16-25,Masculino,majority,0-9y,university,Baixa Renda,0.2919289417559738,0.0,before 2015,0.0,0.0,10238,10000.0,sedan,0,0,0,1,16-25,0,Baixo,Q1 (Baixo),Q1 (Baixa),Com Sinistro
645539,16-25,Masculino,majority,0-9y,high school,Baixa Renda,0.4398313250498819,0.0,after 2015,0.0,1.0,10238,16000.0,sedan,0,0,0,1,16-25,0,Baixo,Q2,Q4 (Alta),Com Sinistro
760850,40-64,Masculino,majority,0-9y,university,Classe Media,0.5666786986571251,0.0,before 2015,0.0,0.0,32765,12000.0,sedan,0,0,0,1,40-64,0,Baixo,Q3,Q2,Com Sinistro
660265,40-64,Feminino,majority,20-29y,university,Alta Renda,0.556783098109776,1.0,after 2015,1.0,0.0,10238,12000.0,sedan,0,2,1,0,40-64,3,Alto,Q3,Q2,Sem Sinistro
211439,26-39,Masculino,majority,10-19y,none,Classe Media,,0.0,before 2015,1.0,1.0,10238,12000.0,sedan,0,0,2,0,26-39,2,Médio,,Q2,Sem Sinistro
616100,26-39,Masculino,majority,10-19y,none,Baixa Renda,0.1942253046228653,1.0,before 2015,1.0,0.0,32765,,sedan,5,0,1,0,26-39,6,Muito Alto,Q1 (Baixo),,Sem Sinistro
392753,16-25,Feminino,majority,0-9y,high school,Baixa Renda,0.3298192764480144,0.0,before 2015,0.0,1.0,92101,10000.0,sedan,0,0,0,1,16-25,0,Baixo,Q1 (Baixo),Q1 (Baixa),Com Sinistro
742475,26-39,Feminino,majority,10-19y,high school,Baixa Renda,,1.0,before 2015,0.0,1.0,10238,15000.0,sedan,0,0,1,0,26-39,1,Médio,,Q4 (Alta),Sem Sinistro
265238,40-64,Feminino,majority,20-29y,none,Alta Renda,0.5503199404022722,1.0,before 2015,1.0,1.0,10238,12000.0,sedan,1,0,0,0,40-64,1,Médio,Q3,Q2,Sem Sinistro
168864,40-64,Masculino,majority,20-29y,university,Alta Renda,0.5620346647179417,1.0,before 2015,1.0,1.0,92101,13000.0,sedan,0,0,3,1,40-64,3,Alto,Q3,Q3,Com Sinistro
976988,40-64,Masculino,majority,20-29y,university,Alta Renda,0.7848660690191614,1.0,after 2015,1.0,0.0,92101,10000.0,sedan,0,0,0,1,40-64,0,Baixo,Q4 (Alto),Q1 (Baixa),Com Sinistro
787825,26-39,Feminino,majority,10-19y,high school,Alta Renda,0.5650068538094034,0.0,before 2015,1.0,1.0,10238,,sedan,1,0,1,0,26-39,2,Médio,Q3,,Sem Sinistro
725533,40-64,Masculino,majority,20-29y,high school,Classe Media,0.3677997259150184,0.0,after 2015,1.0,1.0,10238,13000.0,sedan,2,0,5,0,40-64,7,Muito Alto,Q1 (Baixo),Q3,Sem Sinistro
907579,40-64,Masculino,minority,20-29y,high school,Classe Trabalhadora,0.4132449761316563,0.0,after 2015,0.0,1.0,32765,13000.0,sedan,3,0,1,0,40-64,4,Alto,Q1 (Baixo),Q3,Sem Sinistro
403255,65+,Feminino,majority,30y+,university,Alta Renda,0.6414588168870665,0.0,before 2015,1.0,1.0,10238,11000.0,sedan,2,1,2,0,65+,5,Muito Alto,Q4 (Alto),Q2,Sem Sinistro
323189,65+,Feminino,majority,0-9y,high school,Alta Renda,0.5523820009958419,1.0,before 2015,0.0,1.0,10238,11000.0,sedan,0,0,0,0,65+,0,Baixo,Q3,Q2,Sem Sinistro
188958,65+,Masculino,majority,10-19y,university,Alta Renda,0.5569769244372392,1.0,before 2015,1.0,0.0,32765,8000.0,sedan,4,0,2,1,65+,6,Muito Alto,Q3,Q1 (Baixa),Com Sinistro
645162,26-39,Feminino,majority,10-19y,university,Alta Renda,0.6423073532552126,1.0,after 2015,0.0,1.0,10238,13000.0,sports car,0,0,0,0,26-39,0,Baixo,Q4 (Alto),Q3,Sem Sinistro
777652,65+,Masculino,majority,30y+,university,Alta Renda,0.4578742381491754,1.0,before 2015,1.0,1.0,10238,7000.0,sedan,7,2,8,0,65+,17,Muito Alto,Q2,Q1 (Baixa),Sem Sinistro
183176,16-25,Masculino,majority,0-9y,high school,Baixa Renda,0.3600050510656812,0.0,after 2015,0.0,1.0,10238,,sedan,0,0,0,0,16-25,0,Baixo,Q1 (Baixo),,Sem Sinistro
581847,16-25,Feminino,majority,0-9y,none,Classe Trabalhadora,0.5043548159571868,1.0,before 2015,0.0,0.0,32765,14000.0,sedan,0,0,0,1,16-25,0,Baixo,Q2,Q3,Com Sinistro
834076,40-64,Feminino,majority,20-29y,high school,Classe Media,0.5494719371093274,0.0,after 2015,1.0,1.0,10238,7000.0,sedan,1,2,3,0,40-64,6,Muito Alto,Q3,Q1 (Baixa),Sem Sinistro
576135,26-39,Masculino,majority,10-19y,university,Classe Media,0.6445534831335273,1.0,before 2015,0.0,1.0,32765,10000.0,sedan,1,0,0,0,26-39,1,Médio,Q4 (Alto),Q1 (Baixa),Sem Sinistro
